SensoriaRawDataFormat: 4.0
FirmwareRevision: 1.1.5.232D
DeviceName: Sensoria-C1-149B
SerialNumber: 994AF16EC5C9AA6E
Location: 0x0000
Start: 2024-02-27T10:51:48-08:00
SamplingFrequency: 50
AfeName: N/A
AfeUnits: N/A
(null)
(null)
(null)
(null)
(null)
(null)
(null)
(null)

Tag,AutoTag,Tick,T,S0,S1,S2,Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz,HRM,S3,S4,S5,S6,S7,CS0,CS1,CS2,CS3,CS4,CS5,CS6,CS7,RSSI,Timestamp,Zero
,,483,1180,335,226,209,0.020508,0.028320,0.997070,-0.070000,-3.010000,-1.470000,-0.638020,-0.193596,-1.258082,,175,154,136,123,901,,,,,,,,,-39,10:51:49.614,
,,484,1200,333,224,207,0.020508,0.028320,1.000977,-0.070000,-3.220000,-1.470000,-0.637582,-0.198122,-1.260126,,177,156,137,122,902,,,,,,,,,-39,10:51:49.643,
,,485,1220,336,223,209,0.020508,0.027344,0.998535,0.000000,-3.220000,-1.470000,-0.643860,-0.194618,-1.258082,,176,156,137,123,901,,,,,,,,,-39,10:51:49.671,
,,486,1240,336,223,208,0.017090,0.028809,0.996582,0.070000,-3.220000,-1.470000,-0.640064,-0.195202,-1.249176,,176,156,137,123,902,,,,,,,,,-39,10:51:49.681,
,,487,1260,336,224,209,0.021484,0.030762,1.001953,-0.070000,-3.150000,-1.470000,-0.639626,-0.193158,-1.262462,,178,156,137,123,902,,,,,,,,,-39,10:51:49.701,
,,488,1280,333,223,209,0.019531,0.029297,0.999023,0.000000,-3.150000,-1.400000,-0.639626,-0.193158,-1.262462,,176,155,136,122,902,,,,,,,,,-39,10:51:49.732,
,,489,1300,334,223,209,0.015625,0.028320,0.999512,-0.070000,-3.150000,-1.470000,-0.636122,-0.190530,-1.261586,,177,155,137,124,901,,,,,,,,,-39,10:51:49.733,
,,490,1320,335,223,208,0.018555,0.031250,1.000977,0.000000,-3.150000,-1.540000,-0.635538,-0.191990,-1.258666,,177,157,137,124,903,,,,,,,,,-39,10:51:49.763,
,,491,1340,335,223,208,0.021484,0.029785,0.996582,0.000000,-3.220000,-1.470000,-0.640940,-0.186004,-1.241876,,178,157,137,123,901,,,,,,,,,-39,10:51:49.792,
,,492,1360,335,223,209,0.020020,0.029297,0.995605,0.070000,-3.080000,-1.470000,-0.633348,-0.191260,-1.248738,,175,156,138,123,902,,,,,,,,,-39,10:51:49.793,
,,493,1380,335,222,209,0.018066,0.030762,0.997559,-0.140000,-3.220000,-1.470000,-0.633348,-0.191260,-1.248738,,176,154,136,123,901,,,,,,,,,-39,10:51:49.824,
,,494,1400,334,223,208,0.016602,0.025879,0.996582,0.000000,-3.360000,-1.540000,-0.641086,-0.190530,-1.262900,,177,154,137,122,902,,,,,,,,,-39,10:51:49.824,
,,495,1420,336,222,209,0.018555,0.028320,1.000488,0.000000,-3.220000,-1.470000,-0.641962,-0.191260,-1.267134,,176,157,137,123,902,,,,,,,,,-39,10:51:49.853,
,,496,1440,335,222,208,0.018555,0.029785,0.996094,0.140000,-3.150000,-1.540000,-0.632326,-0.192136,-1.262608,,176,157,137,123,902,,,,,,,,,-39,10:51:49.881,
,,497,1460,335,222,209,0.020508,0.028320,0.999023,0.000000,-3.220000,-1.540000,-0.640210,-0.192866,-1.263630,,177,156,137,123,902,,,,,,,,,-39,10:51:49.913,
,,498,1480,334,223,209,0.020020,0.030273,0.997070,0.000000,-3.150000,-1.470000,-0.640210,-0.192866,-1.263630,,177,154,138,124,902,,,,,,,,,-39,10:51:49.914,
,,499,1500,333,224,209,0.020508,0.030762,0.995605,-0.070000,-3.080000,-1.400000,-0.633494,-0.195056,-1.266696,,176,154,137,123,902,,,,,,,,,-39,10:51:49.943,
,,500,1520,336,222,210,0.017578,0.024902,1.001465,0.070000,-3.220000,-1.400000,-0.636414,-0.195640,-1.254432,,178,158,137,124,902,,,,,,,,,-39,10:51:49.971,
