Tick,S0,S1,S2,S3,Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz
1861,187,291,122,286,1.421875,1.398438,-0.605469,160.644547,-46.386723,249.511734,0.421875,-0.117188,-0.15625
1862,187,292,120,285,1.621094,1.988281,-0.632813,219.726578,-71.28907,249.511734,0.5,-0.125,-0.125
1863,188,291,121,285,1.996094,1.996094,-0.496094,218.261734,-37.109379,249.511734,0.5,-0.125,-0.125
1864,187,291,120,285,1.570313,1.996094,-0.511719,193.847672,20.507814,249.511734,0.578125,-0.148438,-0.101563
1865,188,292,121,286,1.140625,1.996094,-0.488281,206.054703,65.429695,249.511734,0.65625,-0.195313,-0.070313
1866,188,294,121,286,-0.15625,1.996094,-0.601563,179.687515,119.140633,249.511734,0.703125,-0.265625,-0.070313
1867,187,293,122,285,-2,1.996094,-0.539063,203.125015,75.19532,249.511734,0.742188,-0.335938,-0.070313
1868,187,295,121,286,-2,1.996094,0.480469,174.804703,-23.925783,249.511734,0.742188,-0.335938,-0.070313
1869,187,296,121,288,-2,1.996094,0.976563,29.296877,-68.359383,136.230484,0.757813,-0.375,-0.054688
1870,188,297,121,287,-2,1.996094,0.757813,-73.242195,-106.933601,-36.621098,0.757813,-0.382813,-0.046875
1871,190,298,121,288,0.351563,1.996094,0.695313,-43.457035,-177.73439,-118.652351,0.75,-0.351563,-0.015625
1872,204,311,113,300,-0.457031,0.367188,0.117188,-129.882828,-107.421883,-240.23439,0.726563,-0.296875,-0.046875
1873,186,307,98,293,-0.0625,-0.605469,1.996094,-249.511734,160.644547,-168.945328,0.726563,-0.296875,-0.046875
1874,175,289,99,286,-0.867188,1.421875,0.835938,-112.792976,71.28907,-183.593765,0.703125,-0.273438,-0.101563
1875,166,263,102,266,0.578125,1.152344,-0.363281,-76.660164,-7.8125,-48.339848,0.6875,-0.25,-0.117188
1876,159,241,108,244,0.3125,0.667969,0.644531,-88.867195,14.160157,-48.339848,0.6875,-0.25,-0.125
1877,153,227,113,223,0.324219,0.863281,0.648438,-25.390627,9.277345,-44.921879,0.679688,-0.25,-0.132813
1878,150,219,118,208,0.398438,1.011719,0.25,1.953125,35.644535,-44.433598,0.679688,-0.25,-0.132813
1879,148,216,119,198,0.644531,1.054688,0.136719,27.343752,65.917976,-49.31641,0.671875,-0.242188,-0.140625
1880,162,226,120,203,1.230469,1.765625,0.5625,101.562508,54.199223,-86.425789,0.664063,-0.226563,-0.132813
1881,159,228,121,193,1.394531,1.992188,0.257813,114.746101,25.878908,-178.710953,0.640625,-0.203125,-0.117188
1882,174,244,120,203,1.457031,1.691406,-0.097656,75.683601,-31.738283,-250.000015,0.609375,-0.171875,-0.109375
1883,172,246,122,205,1.222656,1.988281,0.730469,18.066408,-9.765626,-250.000015,0.609375,-0.171875,-0.109375
1884,176,253,121,229,-0.265625,1.671875,0.363281,10.742188,-13.671876,-250.000015,0.546875,-0.140625,-0.101563
1885,182,267,121,257,-0.300781,1.976563,0.152344,131.835953,-44.921879,-250.000015,0.460938,-0.101563,-0.101563
1886,187,281,122,274,-1.453125,1.722656,-0.359375,93.261726,-85.937508,-250.000015,0.382813,-0.101563,-0.070313
1887,188,284,122,281,-0.296875,1.769531,0.054688,-39.550785,-15.13672,-116.210945,0.351563,-0.101563,-0.0625
1888,190,287,122,284,-0.007813,1.996094,-0.394531,-164.550797,65.429695,7.8125,0.351563,-0.101563,-0.0625
1889,191,289,122,285,0.5625,1.996094,-0.375,-160.156265,23.925783,-111.816414,0.351563,-0.109375,-0.101563
1890,190,289,121,286,1.1875,1.996094,-0.414063,-90.82032,-30.273439,-246.093765,0.320313,-0.117188,-0.125
1891,188,290,121,287,1.984375,1.996094,-0.601563,-74.707039,-66.406258,-250.000015,0.273438,-0.140625,-0.132813
1892,189,290,121,288,1.996094,1.996094,-0.675781,-103.027351,-38.085941,-250.000015,0.226563,-0.171875,-0.15625
1893,189,290,120,286,1.996094,1.355469,-0.777344,-74.218758,-3.417969,-183.593765,0.226563,-0.171875,-0.15625
1894,189,291,122,287,1.996094,0.398438,-0.953125,-90.82032,26.855471,-93.750008,0.203125,-0.195313,-0.15625
1895,187,291,122,285,1.730469,-0.703125,-0.878906,-64.941414,6.347657,-15.625001,0.1875,-0.203125,-0.171875
1896,216,311,122,308,1.460938,-1.582031,-0.761719,4.882813,-59.570316,70.800789,0.1875,-0.210938,-0.15625
1897,197,299,121,295,1.816406,-1.242188,-0.644531,67.871101,-107.910164,197.26564,0.21875,-0.1875,-0.1875
1898,190,296,121,290,1.886719,-0.417969,-0.464844,70.312508,-92.773445,249.511734,0.273438,-0.15625,-0.179688
1899,188,294,119,288,1.644531,0.515625,-0.371094,70.312508,-62.011723,249.511734,0.273438,-0.15625,-0.179688
1900,188,294,121,288,1.507813,1.199219,-0.351563,100.097664,-53.710941,249.511734,0.34375,-0.132813,-0.164063
1901,187,294,121,288,1.375,1.621094,-0.375,145.507828,-64.453133,249.511734,0.429688,-0.117188,-0.15625
1902,188,294,121,285,1.730469,1.996094,-0.46875,202.636734,-83.00782,249.511734,0.507813,-0.125,-0.117188
1903,187,292,121,287,1.867188,1.996094,-0.429688,225.585953,-18.554689,249.511734,0.585938,-0.15625,-0.09375
1904,187,295,119,286,1.5625,1.996094,-0.421875,236.816422,46.875004,249.511734,0.585938,-0.15625,-0.09375
1905,187,294,121,287,0.753906,1.996094,-0.550781,191.406265,140.625015,249.511734,0.65625,-0.210938,-0.070313
1906,187,296,120,287,-1.578125,1.996094,-0.800781,148.925797,157.714859,249.511734,0.703125,-0.273438,-0.085938
1907,186,297,121,286,-2,1.996094,-0.269531,180.175797,34.179691,249.511734,0.742188,-0.335938,-0.078125
1908,188,297,120,286,-2,1.996094,0.871094,118.652351,-61.523441,226.074234,0.757813,-0.367188,-0.070313
1909,188,297,120,287,-2,1.996094,0.460938,-45.898441,-63.964848,28.320314,0.757813,-0.367188,-0.070313
1910,189,298,121,287,-2,1.996094,0.613281,-44.921879,-167.968765,-74.218758,0.75,-0.367188,-0.046875
1911,198,306,117,296,-1.089844,-0.167969,-0.527344,-235.351578,-84.960945,-250.000015,0.742188,-0.320313,-0.046875
1912,190,307,97,293,-0.636719,1.6875,0.304688,-247.070328,183.105484,-224.60939,0.71875,-0.28125,-0.070313
1913,180,302,95,290,0.035156,0.085938,0.386719,-172.851578,61.03516,-183.105484,0.695313,-0.257813,-0.117188
1914,169,282,97,281,-0.226563,0.449219,0.570313,-128.906265,40.039066,-68.359383,0.695313,-0.257813,-0.117188
1915,161,257,99,260,0.460938,0.976563,0.316406,-125.000008,12.207032,-55.664066,0.6875,-0.25,-0.132813
1916,156,236,109,236,0.152344,0.582031,0.703125,-49.31641,12.695313,-50.781254,0.679688,-0.242188,-0.140625
1917,153,225,116,218,0.585938,1.175781,0.101563,-4.882813,7.8125,-43.945316,0.679688,-0.25,-0.148438
1918,150,217,120,203,0.367188,0.882813,0.289063,7.324219,39.550785,-40.527348,0.671875,-0.234375,-0.148438
1919,151,213,119,191,0.910156,1.386719,0.480469,57.12891,56.152348,-57.617191,0.671875,-0.234375,-0.148438
1920,164,226,121,194,1.5,1.996094,0.199219,105.957039,38.085941,-148.437515,0.65625,-0.226563,-0.140625
1921,168,231,122,189,1.476563,1.945313,0.179688,73.242195,-21.972658,-250.000015,0.632813,-0.195313,-0.132813
1922,173,238,121,195,1.496094,1.738281,0.296875,39.062504,-37.109379,-250.000015,0.59375,-0.164063,-0.117188
1923,179,248,122,214,0.675781,1.964844,0.726563,-9.765626,-47.363285,-250.000015,0.53125,-0.125,-0.117188
1924,184,259,123,245,0.160156,1.964844,0.492188,46.875004,-53.22266,-250.000015,0.53125,-0.125,-0.117188
1925,188,274,122,268,-0.28125,1.882813,-0.042969,76.171883,-80.078133,-250.000015,0.445313,-0.101563,-0.109375
1926,189,282,121,278,-0.34375,1.476563,0.273438,6.347657,-67.871101,-227.050797,0.382813,-0.101563,-0.101563
1927,190,285,123,283,-0.007813,1.996094,-0.339844,-130.371109,62.988285,-9.765626,0.367188,-0.109375,-0.117188
1928,189,289,120,285,0.34375,1.996094,-0.25,-216.79689,88.867195,-14.160157,0.359375,-0.125,-0.148438
1929,191,289,121,287,0.769531,1.996094,-0.117188,-128.906265,33.69141,-183.105484,0.359375,-0.125,-0.15625
1930,191,289,120,287,1.484375,1.996094,-0.238281,-41.015629,-34.179691,-250.000015,0.328125,-0.125,-0.15625
1931,189,290,120,287,1.996094,1.996094,-0.554688,-48.339848,-21.484377,-250.000015,0.273438,-0.15625,-0.164063
1932,189,291,121,288,1.996094,1.585938,-0.589844,-77.636726,21.484377,-229.980484,0.234375,-0.179688,-0.179688
1933,188,289,121,287,1.996094,0.777344,-1.046875,-85.937508,58.593754,-113.769539,0.210938,-0.195313,-0.1875
1934,189,291,121,286,1.691406,-0.332031,-1.007813,-81.542976,46.386723,-32.714848,0.195313,-0.210938,-0.1875
1935,189,292,121,286,1.226563,-1.410156,-0.855469,-7.324219,-30.273439,31.250002,0.195313,-0.210938,-0.1875
1936,189,291,121,288,1.574219,-1.449219,-0.792969,73.730476,-97.167976,132.812515,0.203125,-0.210938,-0.195313
1937,187,291,121,286,1.863281,-0.726563,-0.675781,95.214851,-96.191414,246.582047,0.234375,-0.1875,-0.195313
1938,189,292,120,285,1.753906,0.339844,-0.585938,83.984383,-48.828129,249.511734,0.296875,-0.15625,-0.1875
1939,189,293,121,286,1.363281,0.992188,-0.589844,78.125008,-18.066408,249.511734,0.367188,-0.132813,-0.179688
1940,187,291,120,286,1.046875,1.320313,-0.605469,116.699226,-38.574223,249.511734,0.367188,-0.132813,-0.179688
1941,187,291,121,286,1.347656,1.757813,-0.632813,175.781265,-79.10157,249.511734,0.445313,-0.125,-0.148438
1942,187,293,120,286,1.996094,1.996094,-0.429688,209.472672,1.953125,249.511734,0.523438,-0.132813,-0.125
1943,188,292,121,286,1.390625,1.996094,-0.539063,210.449234,85.937508,249.511734,0.601563,-0.164063,-0.101563
1944,187,295,120,286,0.734375,1.996094,-0.644531,230.468765,128.906265,249.511734,0.664063,-0.210938,-0.09375
1945,188,296,121,286,-0.925781,1.996094,-0.707031,197.753922,146.972672,249.511734,0.664063,-0.210938,-0.09375
1946,187,297,122,286,-2,1.996094,-0.347656,175.292984,74.218758,249.511734,0.710938,-0.257813,-0.09375
1947,187,297,121,286,-2,1.996094,0.671875,88.378914,-17.578127,246.582047,0.734375,-0.304688,-0.085938
1948,188,297,120,287,-2,1.996094,0.375,-71.28907,-43.457035,102.050789,0.75,-0.328125,-0.09375
1949,189,298,120,286,-1.765625,1.996094,0.214844,-89.843758,-128.417984,-59.082035,0.75,-0.320313,-0.054688
1950,191,300,120,291,-1.539063,1.777344,-1.207031,-235.839859,19.531252,-247.558609,0.75,-0.320313,-0.054688
1951,186,306,105,289,1.976563,1.996094,-1.492188,-188.476578,-57.617191,-187.011734,0.710938,-0.265625,-0.070313
1952,181,301,100,287,-0.132813,0.683594,0.566406,-140.136734,92.285164,-183.105484,0.6875,-0.242188,-0.140625
1953,171,277,103,280,-0.382813,0.960938,0.394531,-113.281258,34.667973,-71.777351,0.671875,-0.234375,-0.15625
1954,163,253,106,257,0.25,1.128906,0.566406,-100.585945,14.648438,-52.734379,0.664063,-0.234375,-0.171875
1955,157,233,110,233,0.25,0.753906,0.636719,-52.246098,12.695313,-48.828129,0.664063,-0.234375,-0.171875
1956,154,221,117,214,0.519531,1.023438,0.171875,-14.648438,11.718751,-41.992191,0.65625,-0.234375,-0.1875
1957,151,214,120,199,0.535156,0.894531,0.269531,11.23047,49.31641,-38.085941,0.648438,-0.226563,-0.179688
1958,150,213,122,190,0.945313,1.464844,0.546875,77.636726,58.105473,-66.406258,0.640625,-0.210938,-0.195313
1959,157,219,121,187,1.492188,1.996094,0.304688,108.886726,36.132816,-157.226578,0.617188,-0.195313,-0.179688
1960,163,228,121,186,1.542969,1.953125,-0.039063,96.191414,-5.859375,-247.558609,0.617188,-0.195313,-0.179688
1961,170,236,121,194,1.519531,1.386719,-0.261719,40.039066,-28.320314,-250.000015,0.578125,-0.15625,-0.15625
1962,177,245,121,212,0.402344,1.75,0.320313,11.23047,-62.988285,-250.000015,0.507813,-0.125,-0.15625
1963,183,258,122,244,0.394531,1.90625,0.425781,86.425789,-122.07032,-250.000015,0.4375,-0.109375,-0.140625
1964,193,278,122,272,-0.410156,1.824219,0.035156,81.054695,-115.722664,-250.000015,0.367188,-0.109375,-0.117188
1965,190,283,122,279,-0.105469,0.953125,0.359375,-6.835938,-66.406258,-178.222672,0.367188,-0.109375,-0.117188
1966,189,285,122,284,0.148438,1.996094,-0.273438,-113.769539,70.800789,41.992191,0.335938,-0.109375,-0.132813
1967,190,287,122,287,0.578125,1.996094,-0.28125,-223.632828,109.375008,-3.417969,0.328125,-0.117188,-0.148438
1968,190,288,121,286,1.109375,1.996094,-0.28125,-163.085953,76.171883,-202.148453,0.304688,-0.132813,-0.179688
1969,191,288,122,287,1.78125,1.996094,-0.351563,-93.750008,28.320314,-250.000015,0.25,-0.15625,-0.1875
1970,193,291,121,288,1.996094,1.996094,-0.53125,-59.570316,9.765626,-250.000015,0.25,-0.15625,-0.1875
1971,190,290,122,287,1.996094,1.605469,-0.515625,-43.945316,36.132816,-249.511734,0.203125,-0.195313,-0.195313
1972,189,291,121,287,1.996094,1.050781,-1.09375,-93.750008,95.703133,-139.160172,0.164063,-0.226563,-0.1875
1973,188,290,121,287,1.105469,-1.070313,-1.148438,-77.636726,8.300782,-12.695313,0.148438,-0.242188,-0.1875
1974,189,291,121,286,1.453125,-1.40625,-0.964844,54.687504,-145.996109,74.218758,0.164063,-0.234375,-0.210938
1975,188,291,121,288,1.996094,-1.199219,-0.816406,105.957039,-195.312515,187.011734,0.164063,-0.234375,-0.210938
1976,189,291,122,285,1.996094,-0.492188,-0.480469,93.261726,-129.882828,249.511734,0.1875,-0.203125,-0.210938
1977,187,291,119,285,1.804688,0.261719,-0.464844,113.769539,-59.082035,249.511734,0.242188,-0.164063,-0.226563
1978,189,291,121,287,1.601563,1.242188,-0.554688,169.92189,-34.179691,249.511734,0.304688,-0.125,-0.21875
1979,189,291,119,285,1.386719,1.847656,-0.488281,207.031265,-37.109379,249.511734,0.390625,-0.09375,-0.179688
1980,189,293,121,285,1.804688,1.996094,-0.453125,224.121109,-36.621098,249.511734,0.390625,-0.09375,-0.179688
1981,188,293,121,286,1.996094,1.996094,-0.289063,219.726578,8.300782,249.511734,0.46875,-0.085938,-0.15625
1982,187,293,120,285,1.546875,1.996094,-0.332031,220.214859,47.363285,249.511734,0.554688,-0.101563,-0.117188
1983,186,294,121,286,0.894531,1.996094,-0.003906,214.355484,103.027351,249.511734,0.632813,-0.140625,-0.101563
1984,187,293,122,287,-1.347656,1.996094,-0.308594,152.832047,158.20314,249.511734,0.703125,-0.195313,-0.085938
1985,187,296,120,288,-2,1.996094,-0.199219,99.609383,83.984383,249.511734,0.703125,-0.195313,-0.085938
1986,187,298,120,286,-2,1.996094,0.695313,38.574223,-24.902346,233.886734,0.75,-0.242188,-0.085938
1987,187,296,119,287,-2,1.996094,0.765625,-47.851566,-40.039066,42.968754,0.773438,-0.273438,-0.0625
1988,199,303,121,295,-1.886719,1.996094,0.296875,-188.476578,-22.949221,-236.32814,0.765625,-0.242188,-0.0625
1989,192,303,106,291,0,1.972656,0.5625,-186.035172,-88.378914,-250.000015,0.71875,-0.179688,-0.0625
1990,184,305,96,288,0.773438,1.386719,-0.792969,-242.675797,213.378922,-177.73439,0.6875,-0.164063,-0.125
1991,175,302,97,288,-0.628906,1.242188,0.300781,-168.457047,70.800789,-215.820328,0.6875,-0.164063,-0.125
1992,164,283,101,278,-0.074219,0.753906,0.453125,-162.597672,30.761721,-67.38282,0.664063,-0.148438,-0.15625
1993,159,258,105,256,0.316406,0.964844,0.464844,-95.703133,22.949221,-63.476566,0.648438,-0.148438,-0.1875
1994,153,238,112,231,0.425781,0.96875,0.496094,-37.109379,23.437502,-44.921879,0.640625,-0.148438,-0.195313
1995,150,225,116,210,0.410156,0.929688,0.339844,-8.789063,39.550785,-44.433598,0.632813,-0.140625,-0.195313
1996,150,221,119,196,0.582031,1.117188,-0.085938,24.414064,57.12891,-45.41016,0.632813,-0.140625,-0.195313
1997,150,219,120,189,1.550781,1.933594,0.675781,106.933601,33.69141,-89.355476,0.617188,-0.132813,-0.195313
1998,156,226,122,186,1.539063,1.992188,0.226563,101.074226,15.13672,-187.988297,0.59375,-0.117188,-0.179688
1999,170,238,121,193,1.710938,1.699219,-0.261719,80.078133,-32.226566,-250.000015,0.554688,-0.085938,-0.171875
2000,179,251,121,208,1.414063,1.726563,0.089844,39.062504,-36.132816,-250.000015,0.484375,-0.054688,-0.148438
2001,185,260,121,234,-0.355469,1.789063,0.59375,-27.343752,-7.324219,-250.000015,0.484375,-0.054688,-0.148438
2002,188,272,122,260,-0.128906,1.886719,0.324219,102.53907,-55.664066,-250.000015,0.375,-0.046875,-0.140625
2003,188,282,122,276,-0.8125,1.839844,0.054688,91.308601,-122.558601,-249.511734,0.28125,-0.054688,-0.125
2004,189,285,121,282,0.058594,1.996094,-0.238281,-83.00782,41.992191,-42.480473,0.242188,-0.0625,-0.117188
2005,189,287,122,284,-0.191406,1.996094,-0.421875,-247.070328,124.511726,62.011723,0.242188,-0.070313,-0.148438
2006,189,289,120,286,0.371094,1.996094,-0.140625,-191.406265,47.851566,-107.910164,0.242188,-0.070313,-0.148438
2007,189,289,121,286,1.210938,1.996094,-0.265625,-45.898441,-57.617191,-249.511734,0.226563,-0.085938,-0.179688
2008,188,290,120,285,1.996094,1.996094,-0.601563,-27.343752,-105.957039,-250.000015,0.171875,-0.117188,-0.195313
2009,189,290,122,286,1.996094,1.945313,-0.796875,-89.843758,-60.058598,-250.000015,0.125,-0.171875,-0.210938
2010,188,292,121,286,1.996094,1.394531,-0.847656,-102.050789,4.882813,-198.730484,0.09375,-0.203125,-0.226563
2011,187,293,121,285,1.996094,0.359375,-1.058594,-83.496101,25.878908,-108.886726,0.09375,-0.203125,-0.226563
2012,188,295,121,287,1.96875,-0.316406,-1.0625,-42.480473,2.929688,-37.109379,0.078125,-0.210938,-0.21875
2013,187,294,119,287,1.734375,-1.289063,-0.886719,5.859375,-60.058598,92.773445,0.078125,-0.203125,-0.226563
2014,189,294,120,285,1.804688,-1.238281,-0.863281,54.687504,-76.171883,235.839859,0.101563,-0.164063,-0.234375
2015,188,296,120,286,1.742188,-0.253906,-0.695313,79.10157,-68.359383,249.511734,0.15625,-0.101563,-0.242188
2016,188,294,121,286,1.644531,0.777344,-0.601563,106.933601,-53.710941,249.511734,0.15625,-0.101563,-0.242188
2017,188,293,120,286,1.535156,1.449219,-0.511719,145.507828,-52.246098,249.511734,0.25,-0.03125,-0.210938
2018,187,293,120,286,1.554688,1.988281,-0.535156,190.917984,-66.406258,249.511734,0.367188,0.007813,-0.1875
2019,187,295,120,286,1.984375,1.996094,-0.503906,229.492203,-60.058598,249.511734,0.5,0.015625,-0.132813
2020,188,293,120,286,1.988281,1.996094,-0.472656,225.097672,7.8125,249.511734,0.625,-0.023438,-0.085938
2021,185,293,121,286,1.449219,1.996094,-0.484375,225.585953,51.757816,249.511734,0.625,-0.023438,-0.085938
2022,188,294,121,287,1.125,1.996094,-0.519531,236.32814,92.285164,249.511734,0.742188,-0.109375,-0.070313
2023,187,294,121,287,-1.015625,1.996094,-0.601563,199.707047,131.835953,249.511734,0.820313,-0.210938,-0.078125
2024,187,295,120,286,-2,1.996094,0.417969,174.804703,-17.578127,249.511734,0.859375,-0.296875,-0.085938
2025,186,297,121,288,-2,1.996094,0.808594,30.273439,-75.19532,141.113297,0.867188,-0.34375,-0.070313
2026,186,296,120,288,-2,1.996094,0.675781,-91.796883,-116.210945,-28.808596,0.867188,-0.34375,-0.070313
2027,193,301,122,290,0.542969,1.886719,1.160156,-51.269535,-149.902359,-178.710953,0.867188,-0.335938,-0.046875
2028,194,305,111,293,0.535156,0.363281,0.492188,-187.500015,-93.261726,-245.117203,0.851563,-0.273438,-0.046875
2029,192,308,100,294,-0.421875,0.878906,1.050781,-250.000015,232.42189,-207.519547,0.804688,-0.226563,-0.109375
2030,178,298,100,289,-0.394531,1.078125,1.070313,-137.695328,91.796883,-203.613297,0.78125,-0.195313,-0.148438
2031,168,275,101,277,-0.132813,0.726563,0.464844,-101.562508,42.968754,-60.058598,0.78125,-0.195313,-0.148438
2032,161,250,105,252,0.429688,1.035156,0.328125,-116.210945,16.601564,-57.617191,0.773438,-0.195313,-0.15625
2033,156,232,110,229,0.136719,0.632813,0.773438,-53.710941,18.066408,-54.199223,0.757813,-0.1875,-0.179688
2034,154,223,117,210,0.402344,0.984375,0.242188,-9.277345,36.621098,-49.804691,0.75,-0.179688,-0.195313
2035,151,218,120,197,0.644531,1.273438,-0.125,20.507814,52.734379,-44.921879,0.742188,-0.179688,-0.195313
2036,152,214,120,188,1.542969,1.886719,0.628906,86.425789,40.527348,-96.679695,0.726563,-0.148438,-0.203125
2037,159,219,120,184,1.488281,1.917969,0.179688,85.449226,32.714848,-186.035172,0.726563,-0.148438,-0.203125
2038,168,231,122,186,1.539063,1.800781,-0.039063,72.265633,1.953125,-250.000015,0.6875,-0.109375,-0.1875
2039,175,237,122,193,0.648438,1.972656,0.238281,22.949221,25.390627,-250.000015,0.632813,-0.070313,-0.179688
2040,181,247,122,217,-0.609375,1.652344,0.703125,-32.226566,64.941414,-250.000015,0.515625,-0.023438,-0.179688
2041,187,265,122,252,0.117188,1.933594,0.582031,87.890633,-33.203129,-250.000015,0.390625,0,-0.164063
2042,190,280,122,272,-0.367188,1.910156,0.046875,132.324234,-81.054695,-250.000015,0.390625,0,-0.164063
2043,192,288,121,283,0.21875,1.996094,0.292969,18.066408,-20.507814,-196.777359,0.296875,0,-0.125
2044,191,289,121,286,0.007813,1.996094,-0.429688,-243.164078,161.132828,20.996096,0.28125,-0.007813,-0.15625
2045,190,291,122,288,0.507813,1.996094,-0.355469,-239.746109,108.886726,-186.035172,0.257813,-0.039063,-0.210938
2046,191,291,122,288,0.695313,1.996094,-0.292969,-97.656258,-7.8125,-250.000015,0.1875,-0.078125,-0.234375
2047,190,291,122,287,1.957031,1.996094,-0.523438,15.625001,-119.140633,-250.000015,0.1875,-0.078125,-0.234375
2048,190,290,122,286,1.996094,1.996094,-0.574219,-5.371094,-111.816414,-250.000015,0.132813,-0.132813,-0.242188
2049,189,293,123,286,1.996094,1.847656,-0.589844,-63.476566,-13.671876,-195.800797,0.09375,-0.179688,-0.257813
2050,189,290,122,287,1.996094,0.449219,-0.886719,-99.609383,61.03516,-91.308601,0.078125,-0.203125,-0.25
2051,189,291,120,285,1.632813,-0.554688,-0.921875,-62.988285,48.339848,-22.949221,0.070313,-0.21875,-0.257813
2052,188,293,119,285,1.339844,-1.535156,-0.859375,24.902346,-42.480473,59.570316,0.070313,-0.21875,-0.257813
2053,189,291,121,287,1.730469,-1.429688,-0.75,96.191414,-121.093758,177.73439,0.085938,-0.1875,-0.273438
2054,187,291,120,287,1.84375,-0.214844,-0.449219,98.63282,-105.957039,249.511734,0.132813,-0.140625,-0.28125
2055,188,291,122,286,1.644531,0.617188,-0.414063,119.140633,-82.031258,249.511734,0.210938,-0.078125,-0.28125
2056,188,292,121,286,1.671875,1.347656,-0.375,170.410172,-73.730476,249.511734,0.3125,-0.023438,-0.265625
2057,187,292,121,286,1.75,1.957031,-0.359375,222.656265,-64.941414,249.511734,0.3125,-0.023438,-0.265625
2058,188,291,121,285,1.953125,1.996094,-0.382813,243.164078,-37.59766,249.511734,0.429688,0.007813,-0.234375
2059,187,291,120,286,1.949219,1.996094,-0.332031,246.582047,15.625001,249.511734,0.539063,0.023438,-0.179688
2060,189,291,121,286,1.378906,1.996094,-0.332031,245.117203,46.386723,249.511734,0.664063,0,-0.140625
2061,187,292,120,287,1.277344,1.996094,-0.265625,248.04689,70.312508,249.511734,0.78125,-0.070313,-0.09375
2062,188,293,121,287,-0.152344,1.996094,-0.359375,184.082047,137.695328,249.511734,0.78125,-0.070313,-0.09375
2063,187,293,121,286,-2,1.996094,-0.042969,97.167976,23.437502,249.511734,0.882813,-0.15625,-0.117188
2064,186,294,121,287,-2,1.996094,0.769531,15.13672,-111.816414,221.679703,0.953125,-0.257813,-0.09375
2065,185,295,121,286,-2,1.996094,0.683594,-127.929695,-105.957039,32.714848,0.976563,-0.304688,-0.078125
2066,188,298,120,286,-0.757813,1.996094,0.300781,-50.781254,-166.01564,-101.074226,0.984375,-0.28125,-0.03125
2067,204,309,118,299,-0.039063,0.738281,-1.710938,-249.511734,-9.765626,-250.000015,0.984375,-0.28125,-0.03125
2068,191,308,101,294,0.589844,1.996094,-1.109375,-223.144547,116.699226,-233.398453,0.945313,-0.1875,-0.023438
2069,182,298,97,289,0.472656,-1.144531,1.367188,-229.492203,89.355476,-150.39064,0.914063,-0.148438,-0.148438
2070,170,274,101,276,-0.871094,1.042969,0.582031,-116.210945,69.335945,-122.558601,0.875,-0.117188,-0.171875
2071,161,250,105,253,0.574219,1.0625,-0.035156,-102.53907,1.464844,-55.175785,0.859375,-0.109375,-0.195313
2072,156,231,111,230,0.382813,0.53125,0.449219,-61.03516,16.113283,-46.386723,0.851563,-0.109375,-0.203125
2073,153,222,116,212,0.410156,0.824219,0.277344,-15.13672,36.621098,-42.480473,0.851563,-0.109375,-0.203125
2074,151,217,119,199,0.726563,1.320313,-0.121094,18.554689,60.058598,-42.968754,0.84375,-0.09375,-0.210938
2075,152,215,119,189,1.367188,1.753906,0.652344,83.496101,57.12891,-85.449226,0.828125,-0.085938,-0.210938
2076,161,222,118,191,1.386719,1.9375,0.222656,83.00782,44.921879,-175.781265,0.796875,-0.046875,-0.21875
2077,177,238,121,199,1.4375,1.714844,-0.015625,74.707039,4.394532,-248.535172,0.742188,0,-0.195313
2078,186,249,121,206,1.339844,1.449219,-0.027344,50.292973,-22.949221,-250.000015,0.742188,0,-0.195313
2079,191,255,122,221,0.585938,1.96875,0.554688,1.464844,-24.902346,-250.000015,0.65625,0.054688,-0.1875
2080,191,263,122,248,-0.1875,1.671875,0.617188,10.253907,-16.113283,-250.000015,0.53125,0.09375,-0.171875
2081,201,282,122,278,-0.0625,1.996094,0.152344,103.515633,-68.847664,-250.000015,0.421875,0.117188,-0.140625
2082,198,289,122,286,-0.769531,1.542969,0.261719,21.484377,-40.527348,-249.511734,0.34375,0.109375,-0.140625
2083,192,286,121,287,0.078125,1.996094,-0.269531,-161.132828,135.742203,-22.949221,0.34375,0.109375,-0.140625
2084,191,289,121,286,0.449219,1.996094,-0.203125,-183.105484,134.76564,-96.679695,0.335938,0.09375,-0.179688
2085,189,289,122,287,0.761719,1.996094,-0.230469,-84.472664,62.011723,-231.933609,0.289063,0.070313,-0.203125
2086,189,288,120,288,1.503906,1.996094,-0.378906,-34.667973,-28.320314,-250.000015,0.226563,0.039063,-0.210938
2087,189,289,121,287,1.996094,1.996094,-0.617188,-53.22266,-64.941414,-250.000015,0.171875,0.007813,-0.226563
2088,188,290,122,287,1.996094,1.917969,-0.695313,-72.265633,-52.734379,-233.886734,0.171875,0.007813,-0.226563
2089,189,289,119,287,1.996094,1.03125,-1.128906,-105.468758,-7.8125,-121.093758,0.140625,-0.03125,-0.25
2090,190,290,119,286,1.851563,-0.167969,-1.128906,-117.675789,6.347657,-41.50391,0.125,-0.054688,-0.257813
2091,190,292,121,286,1.421875,-1.441406,-1.074219,-32.226566,-55.175785,24.902346,0.140625,-0.054688,-0.273438
2092,189,291,121,286,1.671875,-1.53125,-1.023438,68.359383,-118.16407,129.882828,0.195313,-0.03125,-0.273438
