SensoriaRawDataFormat: 4.0
FirmwareRevision: 1.1.5.231R
DeviceName: Sensoria-C1-8462
SerialNumber: E22EC481EC559DCF
Location: 0x0000
Start: 2024-02-26T15:05:06-08:00
SamplingFrequency: 50
AfeName: N/A
AfeUnits: N/A
(null)
(null)
(null)
(null)
(null)
(null)
(null)
(null)

Tag,AutoTag,Tick,T,S0,S1,S2,Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz,HRM,S3,S4,S5,S6,S7,CS0,CS1,CS2,CS3,CS4,CS5,CS6,CS7,RSSI,Timestamp,Zero
,,5608,2280,328,159,185,0.005859,-0.004883,1.036621,1.338750,-3.815000,-0.227500,0.046720,-0.195494,-0.445154,,159,142,127,116,917,,,,,,,,,-49,15:05:08.397,
,,5609,2300,328,160,184,0.006836,-0.004883,1.033203,1.338750,-3.727500,-0.288750,0.045698,-0.198560,-0.437854,,161,143,128,115,916,,,,,,,,,-49,15:05:08.397,
,,5610,2320,328,160,182,0.010254,-0.005371,1.035156,1.338750,-3.841250,-0.236250,0.045114,-0.195202,-0.442380,,160,140,126,116,915,,,,,,,,,-49,15:05:08.426,
,,5611,2340,326,160,182,0.006836,-0.006836,1.035645,1.338750,-3.823750,-0.166250,0.048180,-0.194326,-0.448220,,161,141,127,116,916,,,,,,,,,-49,15:05:08.456,
,,5612,2360,327,159,182,0.004395,-0.005371,1.033203,1.373750,-3.753750,-0.113750,0.044384,-0.193450,-0.428948,,160,141,128,117,916,,,,,,,,,-49,15:05:08.457,
,,5613,2380,327,161,183,0.007812,-0.007812,1.036621,1.391250,-3.753750,-0.140000,0.044384,-0.193450,-0.428948,,160,141,125,114,916,,,,,,,,,-49,15:05:08.485,
,,5614,2400,329,159,183,0.006836,-0.008301,1.036133,1.330000,-3.806250,-0.166250,0.041318,-0.194618,-0.432452,,160,144,126,116,915,,,,,,,,,-49,15:05:08.516,
,,5615,2420,329,160,182,0.002930,-0.006836,1.035645,1.277500,-3.675000,-0.157500,0.046136,-0.193304,-0.445300,,160,141,126,115,916,,,,,,,,,-49,15:05:08.517,
,,5616,2440,328,160,183,0.006348,-0.003906,1.036133,1.373750,-3.806250,-0.175000,0.042632,-0.194034,-0.429532,,161,140,128,116,916,,,,,,,,,-49,15:05:08.545,
,,5617,2460,327,158,184,0.003418,-0.004883,1.032227,1.356250,-3.762500,-0.218750,0.039420,-0.193450,-0.434642,,160,141,128,115,917,,,,,,,,,-49,15:05:08.576,
,,5618,2480,327,160,182,0.005371,-0.005371,1.034668,1.338750,-3.718750,-0.140000,0.039420,-0.193450,-0.434642,,161,143,129,115,915,,,,,,,,,-49,15:05:08.577,
,,5619,2500,330,163,183,0.006836,-0.005371,1.038574,1.286250,-3.788750,-0.227500,0.042778,-0.196808,-0.443548,,161,143,127,114,916,,,,,,,,,-49,15:05:08.605,
